% Stnr    År Mnd Dag Time(NMT)    TA                       
 68860 2013  12  12        14   5.2                  
 68860 2013  12  13        14   0.2                  
 68860 2013  12  14        14   3.0                  
 68860 2013  12  15        14   4.4                  
 68860 2013  12  16        14   6.1                  
 68860 2013  12  17        14   3.3                  
 68860 2013  12  18        14   3.6                  
 68860 2013  12  19        14   6.2                  
 68860 2013  12  20        14   0.5                  
 68860 2013  12  21        14   4.9                  
 68860 2013  12  22        14   1.6                  
 68860 2013  12  23        14   1.9                  
 68860 2013  12  24        14   7.4                  
 68860 2013  12  25        14   5.9                  
 68860 2013  12  26        14   7.8                  
 68860 2013  12  27        14   4.6                  
 68860 2013  12  28        14   8.3                  
 68860 2013  12  29        14   4.1                  
 68860 2013  12  30        14   0.9                  
 68860 2013  12  31        14   5.4    
